"","utilisateur","intermediarite","communaute","degre.entrant","degre.sortant","degre","degre.entrant.pondere","degre.sortant.pondere","degre.pondere","excentricite","proximite","proximite.harmonique","PageRank","vecteur.propre","agglomeration","texte","lol","categorie","langue.avant","langue.apres","langue.moi","langue.auto","plus.d.une.occurrence","source","tweets","abonnements","abonnes","pays","province","ville","fuseau.horaire","codeur"
"2310","Nassaar_el-Ghattas","0.000000e+00","1227"," 0"," 19"," 19","  0"," 190"," 190"," 1","1.0000000","1.0000000","3.698336e-04","0.0000000000","0.000000e+00","@BlueJays I'm trying! Lol.  I miss Hazel, and Buck, and Pat, and Jamie, and Gregg_Ù÷¢.","Lol","adjoint","anglais","anglais","anglais","anglais","non","iPhone, Twitter","   478","  206","   72","Canada","Nouveau-Brunswick","Dieppe","indefini","Shari"
"2311","Nassaar_el-Ghattas","0.000000e+00","1227"," 0"," 19"," 19","  0"," 190"," 190"," 1","1.0000000","1.0000000","3.698336e-04","0.0000000000","0.000000e+00","@MacLeanthepoet off the ""Gary"" interview.  How lovely to see Don interviewing Phil, Brad, and John!  My era.  My age.  Lol.. made me smile.","Lol","adjoint","anglais","anglais","anglais","anglais","non","iPhone, Twitter","   519","  206","   74","Canada","Nouveau-Brunswick","Dieppe","indefini","Shari"
"2312","Nassaar_el-Ghattas","0.000000e+00","1227"," 0"," 19"," 19","  0"," 190"," 190"," 1","1.0000000","1.0000000","3.698336e-04","0.0000000000","0.000000e+00","@SNkylebukauskas  The only sports channel to watch!! Can't wait for Hazel, Buck, Pat and my Blue Jays, to start.  Lol.  Good stuff, Kyle!","Lol","adjoint","anglais","anglais","anglais","anglais","non","iPhone, Twitter","   505","  206","   73","Canada","Nouveau-Brunswick","Dieppe","indefini","Shari"
"2313","Nassaar_el-Ghattas","0.000000e+00","1227"," 0"," 19"," 19","  0"," 190"," 190"," 1","1.0000000","1.0000000","3.698336e-04","0.0000000000","0.000000e+00","@SNFaizalKhamisa Sounds like you may have to put up with the noise, Faizal.  I be watching for signs of edginess during your broadcasts. Lol","Lol","adjoint","anglais","indefini","anglais","anglais","non","iPhone, Twitter","   537","  206","   75","Canada","Nouveau-Brunswick","Dieppe","indefini","Shari"
"2314","Nassaar_el-Ghattas","0.000000e+00","1227"," 0"," 19"," 19","  0"," 190"," 190"," 1","1.0000000","1.0000000","3.698336e-04","0.0000000000","0.000000e+00","@BlueJays Hurry up and start the season!  Lol!  I can only watch so much of Poker and darts and pink mohawks_Ù÷Á","Lol","adjoint","anglais","anglais","anglais","anglais","non","iPhone, Twitter","   478","  206","   72","Canada","Nouveau-Brunswick","Dieppe","indefini","Shari"
"2315","Nassaar_el-Ghattas","0.000000e+00","1227"," 0"," 19"," 19","  0"," 190"," 190"," 1","1.0000000","1.0000000","3.698336e-04","0.0000000000","0.000000e+00","@timandsid Priceless!  Lol","Lol","adjoint","anglais","indefini","anglais","anglais","non","iPhone, Twitter","   472","  207","   72","Canada","Nouveau-Brunswick","Dieppe","indefini","Shari"
"2316","Nassaar_el-Ghattas","0.000000e+00","1227"," 0"," 19"," 19","  0"," 190"," 190"," 1","1.0000000","1.0000000","3.698336e-04","0.0000000000","0.000000e+00","@FriedgeHNIC Always look forward to your sports commentating.  You and Nick have a great chemistry.  Your own show perhaps?  Lol.","Lol","adjoint","anglais","indefini","anglais","anglais","non","iPhone, Twitter","   456","  207","   71","Canada","Nouveau-Brunswick","Dieppe","indefini","Shari"
"2317","Nassaar_el-Ghattas","0.000000e+00","1227"," 0"," 19"," 19","  0"," 190"," 190"," 1","1.0000000","1.0000000","3.698336e-04","0.0000000000","0.000000e+00","@timandsid Clean the fungus off your shower radio.  Lol..  Gross...","Lol","adjoint","anglais","anglais","anglais","anglais","non","iPhone, Twitter","   389","  203","   70","Canada","Nouveau-Brunswick","Dieppe","indefini","Shari"
"2318","Nassaar_el-Ghattas","0.000000e+00","1227"," 0"," 19"," 19","  0"," 190"," 190"," 1","1.0000000","1.0000000","3.698336e-04","0.0000000000","0.000000e+00","@timandsid Oh my dear.. such an unhealthy combo of carbs.  Lol","Lol","adjoint","anglais","indefini","anglais","anglais","non","iPhone, Twitter","   504","  206","   73","Canada","Nouveau-Brunswick","Dieppe","indefini","Shari"
"2319","Lauren_Hibler","4.826850e-04"," 756"," 1","  2","  3","  1","   9","  10","13","0.1940452","0.2604733","9.092626e-04","0.1093059126","5.000000e-01","@BarbaraNighting @Q104Halifax yikes lol!!!!","lol","adjoint","anglais","indefini","anglais","anglais","non","iPad, Twitter","  1733","  302","   93","Canada","Nouvelle-Ecosse","Truro","indefini","Shari"
"2320","Angel_Smith","1.231937e-08","1917"," 0","  5","  5","  0","  16","  16"," 1","1.0000000","1.0000000","1.729474e-04","0.0000000000","0.000000e+00","@Basil08_ lmao ok basil.","lmao","adjoint","indefini","anglais","anglais","creole haitien","non","iPhone, Twitter","   760","  151","  514","Canada","Nouveau-Brunswick","Fredericton","-5","Shari"
"2321","Cassandra_Noriega","0.000000e+00","1032"," 0","  3","  3","  0","   8","   8"," 1","1.0000000","1.0000000","3.846327e-05","0.0000000000","0.000000e+00","@ladiabla831 _Ù÷â lol &amp he gets worse. I guess the writers wanted us to see that men like Peter actually DID exist in 1950's-60's_Ù÷_","lol","adjoint","indefini","anglais","anglais","anglais","non","indefini","    17","   63","   11","Canada","Nouveau-Brunswick","Fredericton","indefini","Shari"
"2322","Bianca_Whitaker","0.000000e+00","1032"," 0","  9","  9","  0","  37","  37"," 1","1.0000000","1.0000000","3.846327e-05","0.0000000000","0.000000e+00","@realDonaldTrump you seem a little pissed off tonight. Guess we're going to see you big 2 inch lol Over before it even began #goldenshowers","lol","adjoint","anglais","anglais","anglais","anglais","non","iPhone, Twitter","    56","   29","    2","Canada","Nouvelle-Ecosse","Halifax","indefini","Shari"
"2323","Angelique_Smith","8.330647e-05","1032"," 0"," 32"," 32","  0","  54","  54"," 1","1.0000000","1.0000000","3.846327e-05","0.0000000000","0.000000e+00","@TeamAdam76 nonono.....""have fun at swimming""...end of sentence..lol","lol","adjoint","anglais","indefini","anglais","anglais","non","Web, Twitter","   705","  106","   40","Canada","Nouvelle-Ecosse","indefini","-4","Shari"
"2324","Angelique_Smith","8.330647e-05","1032"," 0"," 32"," 32","  0","  54","  54"," 1","1.0000000","1.0000000","3.846327e-05","0.0000000000","0.000000e+00","@TeamAdam76...ahuh...all in fun....i'll replace her toy..LOL","LOL","adjoint","anglais","indefini","anglais","anglais","non","Web, Twitter","   705","  106","   40","Canada","Nouvelle-Ecosse","indefini","-4","Shari"
"2325","Jonathan_Baker","0.000000e+00","1032"," 0","102","102","  0"," 199"," 199"," 1","1.0000000","1.0000000","3.846327e-05","0.0000000000","0.000000e+00","@l_muscat I had some typos in my previous tweet! My fingers are too big for this phone! Lol","Lol","adjoint","anglais","indefini","anglais","anglais","non","iPhone, Twitter"," 80196"," 2350"," 2217","Canada","Nouvelle-Ecosse","indefini","-4","Shari"
"2326","Jonathan_Baker","0.000000e+00","1032"," 0","102","102","  0"," 199"," 199"," 1","1.0000000","1.0000000","3.846327e-05","0.0000000000","0.000000e+00","@gwstauth @JustinTrudeau He is in love with the camera! lol _Ù÷â","lol","adjoint","anglais","indefini","anglais","anglais","non","iPhone, Twitter"," 80264"," 2363"," 2227","Canada","Nouvelle-Ecosse","indefini","-4","Shari"
"2327","Montrice_Shumpert","0.000000e+00","1032"," 0"," 20"," 20","  0","  30","  30"," 1","1.0000000","1.0000000","3.846327e-05","0.0000000000","0.000000e+00","@realDonaldTrump you remind me of the commandant in that movie police academy. Lmao totally","Lmao","adjoint","anglais","anglais","anglais","anglais","non","Android, Twitter","   852"," 2033","  367","Canada","Ile-du-Prince-Edouard","indefini","indefini","Shari"
"2328","Safwa_al-Fawaz","0.000000e+00","1917"," 0","  1","  1","  0","   1","   1"," 5","0.2611111","0.2950355","1.729474e-04","0.0000000000","0.000000e+00","@benjaminlouis19 and so I could follow you and @VancityReynolds - lol","lol","adjoint","anglais","indefini","anglais","anglais","non","Web, Twitter","     7","   27","    1","Canada","Nouveau-Brunswick","Rothesay","indefini","Shari"
"2329","Kadedra_Dodds","9.239529e-09","1917"," 1","  8","  9","  1","  13","  14"," 2","0.6666667","0.7500000","1.841265e-04","0.0039365693","0.000000e+00","@Lizw97 @BaeFeeling LOLOL well shit","LOLOL","adjoint","indefini","anglais","anglais","anglais","non","iPhone, Twitter","  1187","  335","  229","Canada","Nouvelle-Ecosse","Wolfville","-3","Shari"
"2330","Kadedra_Dodds","9.239529e-09","1917"," 1","  8","  9","  1","  13","  14"," 2","0.6666667","0.7500000","1.841265e-04","0.0039365693","0.000000e+00","@kaylabrannen4 @kbelliveau1313 lol me rn","lol","adjoint","indefini","anglais","anglais","anglais","non","iPhone, Twitter","  1179","  334","  229","Canada","Nouvelle-Ecosse","Wolfville","-3","Shari"
"2331","Kevin_Keyes Maudelonde","0.000000e+00","1032"," 0"," 27"," 27","  0","  61","  61"," 1","1.0000000","1.0000000","3.846327e-05","0.0000000000","0.000000e+00","@DirigoBlue you don't own #mepolitics Lol!","Lol","adjoint","anglais","indefini","anglais","anglais","non","Android, Twitter","  1166","  210","  129","Etats-Unis","Maine","Presque Isle","indefini","Shari"
"2332","Kevin_Keyes Maudelonde","0.000000e+00","1032"," 0"," 27"," 27","  0","  61","  61"," 1","1.0000000","1.0000000","3.846327e-05","0.0000000000","0.000000e+00","@porchettanyc @DirigoBlue and when the person making $11/hour doesn't get a raise they actually have  less lol! That theory is idiotic","lol","adjoint","anglais","anglais","anglais","anglais","non","Android, Twitter","  1069","  203","  126","Etats-Unis","Maine","Presque Isle","indefini","Shari"
"2333","Kevin_Keyes Maudelonde","0.000000e+00","1032"," 0"," 27"," 27","  0","  61","  61"," 1","1.0000000","1.0000000","3.846327e-05","0.0000000000","0.000000e+00","@devilsmuse do you even listen to yourself? Keep proving my point LOL! Glorious!","LOL","adjoint","anglais","anglais","anglais","anglais","non","Android, Twitter","  1052","  203","  127","Etats-Unis","Maine","Presque Isle","indefini","Shari"
"2334","Kevin_Keyes Maudelonde","0.000000e+00","1032"," 0"," 27"," 27","  0","  61","  61"," 1","1.0000000","1.0000000","3.846327e-05","0.0000000000","0.000000e+00","@dirigoblocked lol! So that's how that works?? _Ù÷â_Ù÷â_Ù÷â_Ù÷â","lol","adjoint","indefini","anglais","anglais","anglais","non","Android, Twitter","  1174","  211","  133","Etats-Unis","Maine","Presque Isle","indefini","Shari"
"2335","Kevin_Keyes Maudelonde","0.000000e+00","1032"," 0"," 27"," 27","  0","  61","  61"," 1","1.0000000","1.0000000","3.846327e-05","0.0000000000","0.000000e+00","@AERatterree @realDonaldTrump @Maine4Trump @fastfrank42 @1981meagan great view,  I was in the nosebleed section lol","lol","adjoint","anglais","indefini","anglais","anglais","non","Android, Twitter","  1004","  201","  123","Etats-Unis","Maine","Presque Isle","indefini","Shari"
"2336","Kevin_Keyes Maudelonde","0.000000e+00","1032"," 0"," 27"," 27","  0","  61","  61"," 1","1.0000000","1.0000000","3.846327e-05","0.0000000000","0.000000e+00","@JackPosobiec are those @LLBean boots on the thug behind him LOL!","LOL","adjoint","anglais","indefini","anglais","anglais","non","Web, Twitter","  1141","  206","  132","Etats-Unis","Maine","Presque Isle","indefini","Shari"
"2337","Kevin_Keyes Maudelonde","0.000000e+00","1032"," 0"," 27"," 27","  0","  61","  61"," 1","1.0000000","1.0000000","3.846327e-05","0.0000000000","0.000000e+00","@JammerKill @HydroTech12 holy shit LOL!!!! uncanny!","LOL","adjoint","anglais","anglais","anglais","anglais","non","Web, Twitter","   986","  197","  121","Etats-Unis","Maine","Presque Isle","indefini","Shari"
"2338","Kevin_Keyes Maudelonde","0.000000e+00","1032"," 0"," 27"," 27","  0","  61","  61"," 1","1.0000000","1.0000000","3.846327e-05","0.0000000000","0.000000e+00","@LetsStopTheLies not you lol and after all the names I have been called by the left is have no sympathy","lol","adjoint","anglais","anglais","anglais","anglais","non","Android, Twitter","  1015","  201","  124","Etats-Unis","Maine","Presque Isle","indefini","Shari"
"2339","Kevin_Keyes Maudelonde","0.000000e+00","1032"," 0"," 27"," 27","  0","  61","  61"," 1","1.0000000","1.0000000","3.846327e-05","0.0000000000","0.000000e+00","@WeAreFct1 @LetsStopTheLies poster boy for the flat earth society lol","lol","adjoint","anglais","indefini","anglais","anglais","non","Android, Twitter","  1010","  201","  124","Etats-Unis","Maine","Presque Isle","indefini","Shari"
"2340","Kevin_Keyes Maudelonde","0.000000e+00","1032"," 0"," 27"," 27","  0","  61","  61"," 1","1.0000000","1.0000000","3.846327e-05","0.0000000000","0.000000e+00","@devilsmuse you labeled lol. I was just pointing out your stupidity","lol","adjoint","anglais","anglais","anglais","anglais","non","Android, Twitter","  1048","  203","  126","Etats-Unis","Maine","Presque Isle","indefini","Shari"
"2341","Kevin_Keyes Maudelonde","0.000000e+00","1032"," 0"," 27"," 27","  0","  61","  61"," 1","1.0000000","1.0000000","3.846327e-05","0.0000000000","0.000000e+00","@WeAreFct1 I was there lol, your argument is invalid","lol","adjoint","anglais","anglais","anglais","anglais","non","Android, Twitter","  1021","  201","  124","Etats-Unis","Maine","Presque Isle","indefini","Shari"
"2342","Kevin_Keyes Maudelonde","0.000000e+00","1032"," 0"," 27"," 27","  0","  61","  61"," 1","1.0000000","1.0000000","3.846327e-05","0.0000000000","0.000000e+00","@LetsStopTheLies oh I deserve to be bitter today,  protesters prevented me from getting into my ticked area. I was stuck in nosebleed lol","lol","adjoint","anglais","indefini","anglais","anglais","non","Android, Twitter","  1016","  201","  124","Etats-Unis","Maine","Presque Isle","indefini","Shari"
"2343","Kevin_Keyes Maudelonde","0.000000e+00","1032"," 0"," 27"," 27","  0","  61","  61"," 1","1.0000000","1.0000000","3.846327e-05","0.0000000000","0.000000e+00","@jonhinck you are in way over your head, go back to Myspace LOL #mepolitics","LOL","adjoint","anglais","anglais","anglais","anglais","non","Web, Twitter","  1087","  205","  128","Etats-Unis","Maine","Presque Isle","indefini","Shari"
"2344","Teshon_Claypool","0.000000e+00","1032"," 0"," 47"," 47","  0","  74","  74"," 1","1.0000000","1.0000000","3.846327e-05","0.0000000000","0.000000e+00","@colindickey lol! I used to say that all the time! #Pixies4ever","lol","adjoint","indefini","anglais","anglais","anglais","non","iPhone, Twitter","  1524","  230","   76","Canada","Nouveau-Brunswick","Fredericton","-5","Shari"
"2345","Emily_Walker","0.000000e+00","1917"," 0","  8","  8","  0","  17","  17"," 1","1.0000000","1.0000000","1.729474e-04","0.0000000000","0.000000e+00","@J0s3_3sp1n0za @fwdassaultgame @wainukyo2211 lol","lol","adjoint","indefini","indefini","indefini","indefini","non","iPad, Twitter","   384","  122","   59","Nouvelle-Zelande","indefini","indefini","indefini","Shari"
"2346","Laura_Dominguez-Santos","0.000000e+00","1032"," 0","  5","  5","  0","   5","   5"," 1","1.0000000","1.0000000","3.846327e-05","0.0000000000","0.000000e+00","@evnation You only need to change the battery not the whole car lol!","lol","adjoint","anglais","indefini","anglais","anglais","non","Web, Twitter","  1988","  106","   69","Nouvelle-Zelande","indefini","indefini","13","Shari"
"2347","Tuyet_Carlos","0.000000e+00","1227"," 0"," 11"," 11","  0","  16","  16"," 1","1.0000000","1.0000000","3.698336e-04","0.0000000000","0.000000e+00","@NeoAC18 LOL. I know, right?","LOL","adjoint","indefini","anglais","anglais","anglais","non","Web, Twitter","  3445"," 1083","  257","Canada","Nouvelle-Ecosse","Halifax","-4","Shari"
"2348","Michelle_Pauly","6.611003e-04"," 302"," 1"," 34"," 35","  3","  83","  86","12","0.2235915","0.2431144","5.142739e-05","0.0048838000","8.912656e-04","@gh0st_954 @Keef_Keith203 lol brah I had a Jewish girlfriend","lol","adjoint","indefini","anglais","anglais","anglais","non","Android, Twitter","  4051","  761","  259","Nouvelle-Zelande","indefini","indefini","13","Shari"
"2349","Mishaari_el-Salloum","1.529589e-04"," 302"," 3"," 22"," 25","  3","  39","  42","12","0.1899098","0.2011720","5.283580e-05","0.0357968273","1.086957e-02","@Breaking911 @jonobasile lol","lol","adjoint","indefini","indefini","indefini","indefini","non","iPhone, Twitter"," 12344","  747","  676","Nouvelle-Zelande","indefini","indefini","13","Shari"
"2350","Mishaari_el-Salloum","1.529589e-04"," 302"," 3"," 22"," 25","  3","  39","  42","12","0.1899098","0.2011720","5.283580e-05","0.0357968273","1.086957e-02","@abbielovesit lol taxes? Do you have to do it yourself?","lol","adjoint","indefini","anglais","anglais","anglais","non","iPhone, Twitter"," 12353","  756","  684","Nouvelle-Zelande","indefini","indefini","13","Shari"
"2351","Hadeel_el-Abu","4.927749e-09"," 572"," 1","  8","  9","  2","  12","  14"," 1","1.0000000","1.0000000","4.954605e-04","0.0153587259","0.000000e+00","@willems_steph @hoonable lol This is true.","lol","adjoint","indefini","anglais","anglais","anglais","non","iPhone, Twitter","  5406","  765","  855","Canada","Nouvelle-Ecosse","Truro","-4","Shari"
"2352","Alexander_Bell","0.000000e+00","1032"," 1"," 55"," 56","  1"," 118"," 119"," 3","0.6838235","0.7831541","3.874235e-05","0.0011268805","1.885522e-02","@PeteFromToronto @GasBuddyDan if you criticize the carbon tax you are a shill for the 'gas industry' now?  Lol","Lol","adjoint","anglais","indefini","anglais","anglais","non","iPad, Twitter"," 13912","  949","  325","Canada","Nouveau-Brunswick","indefini","-4","Shari"
"2353","Alexander_Bell","0.000000e+00","1032"," 1"," 55"," 56","  1"," 118"," 119"," 3","0.6838235","0.7831541","3.874235e-05","0.0011268805","1.885522e-02","@DavMicRot he said his district is in 'terrible shape', not racist stereotype. Lol you see it where you want to I guess lol","lol","adjoint","anglais","indefini","anglais","anglais","oui","iPad, Twitter"," 13901","  954","  326","Canada","Nouveau-Brunswick","indefini","-4","Shari"
"2354","Alexander_Bell","0.000000e+00","1032"," 1"," 55"," 56","  1"," 118"," 119"," 3","0.6838235","0.7831541","3.874235e-05","0.0011268805","1.885522e-02","@WallStPete wow lol that would be a huge mistake both in policy and politics","lol","adjoint","anglais","anglais","anglais","anglais","non","iPhone, Twitter"," 14232","  758","  318","Canada","Nouveau-Brunswick","indefini","-4","Shari"
"2355","Alexander_Bell","0.000000e+00","1032"," 1"," 55"," 56","  1"," 118"," 119"," 3","0.6838235","0.7831541","3.874235e-05","0.0011268805","1.885522e-02","@justinelomo1 @Wilnerness590 lol no it doesn't.  Have you not heard of school vouchers?","lol","adjoint","indefini","anglais","anglais","anglais","non","Web, Twitter"," 14131","  829","  320","Canada","Nouveau-Brunswick","indefini","-4","Shari"
"2356","Alexander_Bell","0.000000e+00","1032"," 1"," 55"," 56","  1"," 118"," 119"," 3","0.6838235","0.7831541","3.874235e-05","0.0011268805","1.885522e-02","@DavMicRot ok, where is the racist stereotype in those tweets?  Lol. Jesus, I can't stand Trump but c'mon, get a grip.","Lol","adjoint","anglais","anglais","anglais","anglais","non","iPad, Twitter"," 13897","  955","  326","Canada","Nouveau-Brunswick","indefini","-4","Shari"
"2357","Alexander_Bell","0.000000e+00","1032"," 1"," 55"," 56","  1"," 118"," 119"," 3","0.6838235","0.7831541","3.874235e-05","0.0011268805","1.885522e-02","@lilyliveredlib @acoyne lol sure.","lol","adjoint","indefini","anglais","anglais","anglais","non","iPad, Twitter"," 13972","  940","  328","Canada","Nouveau-Brunswick","indefini","-4","Shari"
"2358","Alexander_Bell","0.000000e+00","1032"," 1"," 55"," 56","  1"," 118"," 119"," 3","0.6838235","0.7831541","3.874235e-05","0.0011268805","1.885522e-02","@justinelomo1 @Yinzercation Yeah, you're right - choice sucks.  The State knows best.  lol unbelievable.","lol","adjoint","anglais","anglais","anglais","anglais","non","Web, Twitter"," 14131","  829","  320","Canada","Nouveau-Brunswick","indefini","-4","Shari"
"2359","Alexander_Bell","0.000000e+00","1032"," 1"," 55"," 56","  1"," 118"," 119"," 3","0.6838235","0.7831541","3.874235e-05","0.0011268805","1.885522e-02","@DavMicRot he said his district is in 'terrible shape', not racist stereotype. Lol you see it where you want to I guess lol","Lol","adjoint","anglais","anglais","anglais","anglais","oui","iPad, Twitter"," 13901","  954","  326","Canada","Nouveau-Brunswick","indefini","-4","Shari"
"2360","Alexander_Bell","0.000000e+00","1032"," 1"," 55"," 56","  1"," 118"," 119"," 3","0.6838235","0.7831541","3.874235e-05","0.0011268805","1.885522e-02","@Wilnerness590 why are you against her?  Lol unbelievable. Charter schools help minorities tremendously","Lol","adjoint","anglais","anglais","anglais","anglais","non","iPad, Twitter"," 14112","  932","  319","Canada","Nouveau-Brunswick","indefini","-4","Shari"
"2361","Shaamila_al-Mansoor","1.724712e-08","1917"," 1"," 11"," 12","  1","  16","  17"," 1","1.0000000","1.0000000","1.861318e-04","0.0039365693","0.000000e+00","@bhayes_21 @CommonWhiteGrls lol I don't think I get it","lol","adjoint","indefini","anglais","anglais","anglais","non","iPhone, Twitter","  3612","  223","  347","Canada","Nouvelle-Ecosse","Halifax","-8","Shari"
"2362","Shaamila_al-Mansoor","1.724712e-08","1917"," 1"," 11"," 12","  1","  16","  17"," 1","1.0000000","1.0000000","1.861318e-04","0.0039365693","0.000000e+00","@connorsergeant8 lmao I forgot about ""paddlin""","lmao","adjoint","indefini","anglais","anglais","anglais","non","iPhone, Twitter","  3598","  223","  347","Canada","Nouvelle-Ecosse","Halifax","-8","Shari"
"2363","Shaamila_al-Mansoor","1.724712e-08","1917"," 1"," 11"," 12","  1","  16","  17"," 1","1.0000000","1.0000000","1.861318e-04","0.0039365693","0.000000e+00","@ComedyWorIdStar @LemanskiNate  @bhayes_21 lmaoo","lmaoo","adjoint","indefini","indefini","indefini","creole haitien","non","iPhone, Twitter","  3645","  231","  349","Canada","Nouvelle-Ecosse","Halifax","-8","Shari"
"2364","Cyrus_Moeller","0.000000e+00","1227"," 0","  4","  4","  0","   6","   6"," 1","1.0000000","1.0000000","3.698336e-04","0.0000000000","0.000000e+00","@MarnerBetter @Senators LoL we'll see","LoL","adjoint","indefini","anglais","anglais","anglais","non","iPhone, Twitter","   317","  305","   72","Canada","Nouvelle-Ecosse","Halifax","indefini","Shari"
"2365","Tyler_Mix","0.000000e+00","1032"," 0","  3","  3","  0","   4","   4"," 1","1.0000000","1.0000000","3.846327e-05","0.0000000000","0.000000e+00","@Sethrogen @seanspicer LMFAO","LMFAO","adjoint","indefini","indefini","indefini","anglais","non","Mobile Web, M5","   150","  274","   67","Canada","Nouveau-Brunswick","Grand Bay-Westfield","-4","Shari"
"2366","Ahanabah_Williams","1.265366e-06","1097"," 0","  2","  2","  0","   7","   7"," 1","1.0000000","1.0000000","2.409661e-04","0.0000000000","0.000000e+00","@MarketWatch LOL! Says who? which polling firm?  #election2016Polls","LOL","adjoint","indefini","anglais","anglais","anglais","non","iPhone, Twitter","  1119","  382","  207","Canada","Nouveau-Brunswick","indefini","indefini","Shari"
"2367","Joshua_Rice","0.000000e+00"," 302"," 0"," 88"," 88","  0"," 162"," 162"," 1","1.0000000","1.0000000","5.057377e-05","0.0000000000","0.000000e+00","@GayPatriot and she's the Democrats great hope for 2020? Lol","Lol","adjoint","anglais","indefini","anglais","anglais","non","Android, Twitter"," 75949"," 2248"," 1269","Canada","Nouvelle-Ecosse","Pictou","-3","Shari"
"2368","Joshua_Rice","0.000000e+00"," 302"," 0"," 88"," 88","  0"," 162"," 162"," 1","1.0000000","1.0000000","5.057377e-05","0.0000000000","0.000000e+00","@ussoccer @UniMas Bruce picked the lineup just to piss off the Eurosnobs &amp; I see it's working lol","lol","adjoint","anglais","indefini","anglais","anglais","non","Android, Twitter"," 76070"," 2254"," 1280","Canada","Nouvelle-Ecosse","Pictou","-3","Josh"
"2369","Shawn_Hueske","1.387714e-04"," 302"," 2"," 18"," 20","  9","  40","  49","13","0.1813776","0.1923614","6.143662e-05","0.0044372946","6.209150e-02","@clarecurranmp @nzlabour Um...we're electing Mike Hoskings? Heaven forbid!  LOL","LOL","adjoint","anglais","indefini","anglais","anglais","non","Web, Twitter"," 31777","   75","  434","Nouvelle-Zelande","indefini","indefini","13","Shari"
"2370","Amatullah_al-Satter","1.020495e-04","1917"," 3"," 15"," 18","  3","  24","  27"," 5","0.3834586","0.5166667","3.181166e-04","0.0296091151","8.095238e-02","@Wesleynickerson lmao damn u got me","lmao","adjoint","indefini","anglais","anglais","anglais","non","Android, Twitter","  3968","  166","  649","Canada","Nouvelle-Ecosse","Barrington","-4","Shari"
"2371","Sara_Westfall","0.000000e+00","1032"," 0","  3","  3","  0","   3","   3"," 1","1.0000000","1.0000000","3.846327e-05","0.0000000000","0.000000e+00","@TroydanGaming told ya you would at some point lol","lol","adjoint","anglais","indefini","anglais","anglais","non","Android, Twitter","   715","  193","  117","Canada","Nouvelle-Ecosse","indefini","-4","Shari"
"2372","Jamar_Harris","0.000000e+00","1032"," 0","  4","  4","  0","  11","  11"," 1","1.0000000","1.0000000","3.846327e-05","0.0000000000","0.000000e+00","@winstonpeters don't get kicked out matua...lol","lol","adjoint","anglais","indefini","anglais","anglais","non","iPhone, Twitter","    12","   44","    7","Nouvelle-Zelande","indefini","indefini","indefini","Shari"
"2373","Sirsedrick_Taylor","2.977908e-04","1917"," 6"," 21"," 27"," 24","  63","  87","17","0.1548673","0.1994594","7.055062e-04","0.4321353187","4.545455e-02","@stephanieemacc ended up having her today lmfao, how lucky was that.","lmfao","adjoint","anglais","anglais","anglais","anglais","non","Android, Twitter"," 39261","  355","  602","Canada","Nouvelle-Ecosse","indefini","-4","Shari"
"2374","Jaime_Medina","3.976693e-05","1032"," 1","  7","  8","  2","   7","   9"," 3","0.5517241","0.6770833","7.934687e-05","0.0011268805","0.000000e+00","@SusanFreeman10 @jhblinger @michmculay no, Siri wouldn't speak Janet! Lol","Lol","adjoint","anglais","indefini","anglais","anglais","non","iPhone, Twitter","  2751"," 3345"," 2381","Canada","Ile-du-Prince-Edouard","indefini","-4","Shari"
"2375","Elisha_Carter","2.864254e-08","1917"," 3","  8"," 11","  7","  16","  23"," 2","0.5769231","0.6333333","3.961569e-04","0.0228021068","5.357143e-02","@lronmaiden_  lmao they must have not even showed up to school cause I don't take those courses and I still fuckin have to study","lmao","adjoint","indefini","anglais","anglais","anglais","non","iPhone, Twitter","   716","  345","   86","Canada","Nouveau-Brunswick","Quispamsis","indefini","Shari"
"2376","Ashley_Atencio Gay","7.391624e-09","1917"," 1","  1","  2","  1","   2","   3"," 2","0.6666667","0.7500000","3.634653e-04","0.0068074419","0.000000e+00","@Lonnie_Connors lmao what is cal anyway","lmao","adjoint","indefini","anglais","anglais","anglais","non","iPhone, Twitter","  2087","  191","  141","Canada","Nouvelle-Ecosse","indefini","indefini","Shari"
"2377","Maria_Gonzalez","0.000000e+00","1032"," 0","  5","  5","  0","   5","   5"," 1","1.0000000","1.0000000","3.846327e-05","0.0000000000","0.000000e+00","@rabiasquared And the date on it is January 21st...lol  It's perfect for him! lol","lol","adjoint","anglais","anglais","anglais","anglais","oui","Web, Twitter","  2795","  682","  126","Canada","Nouvelle-Ecosse","Halifax","-4","Shari"
"2378","Maria_Gonzalez","0.000000e+00","1032"," 0","  5","  5","  0","   5","   5"," 1","1.0000000","1.0000000","3.846327e-05","0.0000000000","0.000000e+00","@rabiasquared And the date on it is January 21st...lol  It's perfect for him! lol","lol","adjoint","anglais","indefini","anglais","anglais","oui","Web, Twitter","  2795","  682","  126","Canada","Nouvelle-Ecosse","Halifax","-4","Shari"
"2379","Sarah_Tran","6.159686e-09"," 302"," 2","  4","  6"," 23","  33","  56"," 3","0.5454545","0.6111111","7.988974e-05","0.0032432941","4.166667e-01","@Cameron_Navarro @StateOfCaitlin lol I can't go Monday or Thursday","lol","adjoint","indefini","anglais","anglais","anglais","non","iPhone, Twitter","  7738","  143","   98","Nouvelle-Zelande","indefini","indefini","13","Shari"
